Gene_stable_ID	Gene_name	Gene_description
PRELSG_11_v1	""	RAP protein%2C putative
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_09_v1	""	thioredoxin%2C putative
PRELSG_11_v1	""	peptidyl-tRNA hydrolase PTRH1%2C putative
PRELSG_13_v1	""	plasmepsin V%2C putative
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_09_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	conserved Plasmodium membrane protein%2C unknown function
PRELSG_11_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	N6-adenine-specific methylase%2C putative
PRELSG_13_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	NA mismatch repair protein MSH2%2C putative
PRELSG_06_v1	""	cytoplasmic dynein intermediate chain%2C putative
PRELSG_00_v1_archived_contig_185	""	hypothetical protein
PRELSG_11_v1	""	mitochondrial ribosomal protein L46 precursor%2C putative
PRELSG_07_v1	""	glycolipid transfer protein%2C putative
PRELSG_09_v1	""	serpentine receptor%2C putative
PRELSG_06_v1	""	ribosomal silencing factor RsfS%2C putative
PRELSG_10_v1	""	ras-related protein Rab-1A%2C putative
PRELSG_01_v1	""	proteasome subunit beta type-4%2C putative
PRELSG_14_v1	""	ATP-dependent Clp protease adapter protein ClpS%2C putative
PRELSG_04_v1	""	ERCC1 nucleotide excision repair protein%2C putative
PRELSG_12_v1	""	nucleoside-diphosphatase%2C putative
PRELSG_09_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_11_v1	""	RNA-binding protein%2C putative
PRELSG_05_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_05_v1	""	GTP-binding protein%2C putative
PRELSG_13_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_08_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_06_v1	""	protoporphyrinogen oxidase%2C putative
PRELSG_01_v1	""	N-acetyltransferase%2C GNAT family%2C putative
PRELSG_06_v1	""	pre-mRNA-splicing factor RS3%2C putative
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	protein transport protein SEC7%2C putative
PRELSG_13_v1	""	rhoptry-associated protein 1%2C putative
PRELSG_13_v1	""	CPW-WPC family protein
PRELSG_14_v1	""	ubiquitin-like modifier HUB1%2C putative
PRELSG_00_v1_archived_contig_431	""	hypothetical protein
PRELSG_07_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_11_v1	""	60S ribosomal protein L19%2C putative
PRELSG_12_v1	""	triosephosphate isomerase%2C putative
PRELSG_09_v1	""	RNG zinc finger protein%2C putative
PRELSG_09_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_05_v1	""	hypothetical protein
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	protein farnesyltransferase subunit alpha%2C putative
PRELSG_07_v1	""	long chain fatty acid elongation enzyme%2C putative
PRELSG_12_v1	""	NA repair protein RA5%2C putative
PRELSG_06_v1	""	dynein heavy chain%2C putative
PRELSG_02_v1	""	NMA related kinase 4%2C putative
PRELSG_12_v1	""	secreted ookinete protein%2C putative
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	ras-related protein Rab-5B%2C putative
PRELSG_02_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_04_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_03_v1	""	transcription initiation factor A subunit 1%2C putative
PRELSG_08_v1	""	serine/threonine protein kinase%2C putative
PRELSG_00_v1_archived_contig_436	""	hypothetical protein
PRELSG_11_v1	""	RNA-binding protein%2C putative
PRELSG_10_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_08_v1	""	serine/threonine protein phosphatase 6%2C putative
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	60 ka chaperonin%2C putative
PRELSG_03_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	tRNA Proline
PRELSG_06_v1	""	dynamin-like protein%2C putative
PRELSG_12_v1	""	small nucleolar RNA snoR18
PRELSG_14_v1	""	M1-family alanyl aminopeptidase%2C putative
PRELSG_05_v1	""	structural maintenance of chromosomes protein 3%2C putative
PRELSG_13_v1	""	translocon component PTEX150%2C putative
PRELSG_11_v1	""	AP-2 complex subunit alpha%2C putative
PRELSG_13_v1	""	zinc finger protein%2C putative
PRELSG_02_v1	""	aspartate--tRNA ligase%2C putative
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	protein kinase%2C putative
PRELSG_07_v1	""	phosphoglycerate kinase%2C putative
PRELSG_08_v1	""	U3 small nucleolar RNA-associated protein 25%2C putative
PRELSG_09_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_09_v1	""	structural maintenance of chromosomes protein 1%2C putative
PRELSG_08_v1	""	40S ribosomal protein S3A%2C putative
PRELSG_14_v1	""	periodic tryptophan protein 1%2C putative
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_11_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_03_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_09_v1	""	succinyl-CoA synthetase alpha subunit%2C putative
PRELSG_13_v1	""	conserved protein%2C unknown function
PRELSG_09_v1	""	mitochondrial ribosomal protein L11 precursor%2C putative
PRELSG_10_v1	""	multidrug resistance protein 1%2C putative
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_09_v1	""	AP2 domain transcription factor%2C putative
PRELSG_02_v1	""	RNase MRP
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_09_v1	""	60S ribosomal protein L41%2C putative
PRELSG_11_v1	""	transketolase%2C putative
PRELSG_02_v1	""	secreted ookinete protein%2C putative
PRELSG_07_v1	""	cAMP-dependent protein kinase catalytic subunit%2C putative
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_11_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	fructose-bisphosphate aldolase%2C putative
PRELSG_13_v1	""	naJ protein%2C putative
PRELSG_09_v1	""	amino acid transporter%2C putative
PRELSG_01_v1	""	zinc finger protein%2C putative
PRELSG_13_v1	""	SF-assemblin%2C putative
PRELSG_12_v1	""	AP-1 complex subunit gamma%2C putative
PRELSG_05_v1	""	vacuolar protein sorting-associated protein 2%2C putative
PRELSG_10_v1	""	Tim10/P family zinc finger protein%2C putative
PRELSG_08_v1	""	ribosome-binding factor A%2C putative
PRELSG_06_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_10_v1	""	ribosome-interacting GTPase 1%2C putative
PRELSG_13_v1	""	PhL1 interacting protein PP2%2C putative
PRELSG_AP_v1	""	tRNA Valine
PRELSG_13_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_08_v1	""	RNA-binding protein%2C putative
PRELSG_09_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_11_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_02_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	eukaryotic translation initiation factor 5%2C putative
PRELSG_08_v1	""	ribonucleoside-diphosphate reductase small chain%2C putative
PRELSG_09_v1	""	polyadenylate-binding protein-interacting protein 1%2C putative
PRELSG_00_v1_archived_contig_140	""	surface-associated interspersed protein (SURFN)
PRELSG_11_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	histone-lysine N-methyltransferase%2C putative
PRELSG_10_v1	""	tRNA Arginine
PRELSG_14_v1	""	CCR4-associated factor 1%2C putative
PRELSG_13_v1	""	NA damage-inducible protein 1%2C putative
PRELSG_13_v1	""	dehydrodolichyl diphosphate synthetase%2C putative
PRELSG_13_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_00_v1_archived_contig_69	""	Plasmodium exported protein%2C unknown function
PRELSG_07_v1	""	ATP-dependent NA helicase Q1%2C putative
PRELSG_09_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_01_v1	""	Cg7 protein%2C putative
PRELSG_02_v1	""	cyclase-associated protein%2C putative
PRELSG_13_v1	""	small nucleolar RNA snoR23
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_10_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_06_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	protein disulfide-isomerase%2C putative
PRELSG_01_v1	""	phosphoinositide-binding protein%2C putative
PRELSG_00_v1_archived_contig_95	""	conserved Plasmodium protein%2C unknown function
PRELSG_02_v1	""	tRNAHis guanylyltransferase%2C putative
PRELSG_07_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_11_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	60S ribosomal protein L23%2C putative
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_04_v1	""	pseudouridine synthase%2C putative
PRELSG_14_v1	""	ankyrin-repeat protein%2C putative
PRELSG_12_v1	""	diacylglycerol kinase%2C putative
PRELSG_10_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	26S proteasome regulatory subunit RPN3%2C putative
PRELSG_07_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_07_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	VAC14 domain-containing protein%2C putative
PRELSG_01_v1	""	glycosyltransferase family 28 protein%2C putative
PRELSG_09_v1	""	subtilisin-like protease 2%2C putative
PRELSG_14_v1	""	rRNA-processing protein FCF2%2C putative
PRELSG_07_v1	""	glutamine synthetase%2C putative
PRELSG_12_v1	""	syntaxin%2C Qa-SNARE family%2C putative
PRELSG_04_v1	""	microneme associated antigen%2C putative
PRELSG_13_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_07_v1	""	inosine-5'-monophosphate dehydrogenase%2C putative
PRELSG_11_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_00_v1_archived_contig_446	""	fam-h protein
PRELSG_05_v1	""	lysine decarboxylase-like protein%2C putative
PRELSG_10_v1	""	bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]%2C putative
PRELSG_13_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_08_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_AP_v1	""	FeS cluster assembly protein SufB%2C putative
PRELSG_09_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	60S ribosomal protein L6-2%2C putative
PRELSG_05_v1	""	sodium- and chloride-dependent neutral and basic amino acid transporter%2C putative
PRELSG_05_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_10_v1	""	2-oxoisovalerate dehydrogenase subunit beta%2C mitochondrial%2C putative
PRELSG_13_v1	""	NA-directed RNA polymerase  subunit RPB4%2C putative
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_01_v1	""	ATP synthase subunit C%2C putative
PRELSG_05_v1	""	dynactin subunit 6%2C putative
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	methyltransferase%2C putative
PRELSG_13_v1	""	peptide chain release factor 1%2C putative
PRELSG_14_v1	""	diphthine--ammonia ligase%2C putative
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_08_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_04_v1	""	palmitoyltransferase HHC12%2C putative
PRELSG_13_v1	""	ATP-dependent rRNA helicase SPB4%2C putative
PRELSG_14_v1	""	mitochondrial carrier protein%2C putative
PRELSG_AP_v1	""	tRNA soleucine
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_08_v1	""	PPPE peptidase%2C putative
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_07_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	tRNA Leucine
PRELSG_13_v1	""	Fe-S cluster assembly protein RE2%2C putative
PRELSG_09_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_02_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_09_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	tRNA (guanine(26)-N(2))-dimethyltransferase%2C putative
PRELSG_13_v1	""	NAP-specific glutamate dehydrogenase%2C putative
PRELSG_03_v1	""	ubiquitin specific protease%2C putative
PRELSG_04_v1	""	2-methoxy-6-polyprenyl-1%2C4-benzoquinol methylase%2C mitochondrial%2C putative
PRELSG_02_v1	""	L-seryl-tRNA(Sec) kinase%2C putative
PRELSG_07_v1	""	hypothetical protein
PRELSG_11_v1	""	mitochondrial ribosomal protein S17 precursor%2C putative
PRELSG_13_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_07_v1	""	transcription elongation factor 1%2C putative
PRELSG_09_v1	""	small nucleolar RNA SNOR27
PRELSG_00_v1_archived_contig_451	""	fam-h protein
PRELSG_09_v1	""	small nuclear ribonucleoprotein F%2C putative
PRELSG_14_v1	""	protein transport protein SEC20%2C putative
PRELSG_05_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_10_v1	""	inositol-3-phosphate synthase%2C putative
PRELSG_10_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	calcineurin subunit B%2C putative
PRELSG_13_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	plasmepsin X%2C putative
PRELSG_09_v1	""	small nucleolar RNA snoR13
PRELSG_AP_v1	""	unspecified product
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_02_v1	""	bromodomain protein%2C putative
PRELSG_08_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_05_v1	""	protein transport protein YF1%2C putative
PRELSG_00_v1_archived_contig_294	""	surface-associated interspersed protein (SURFN)
PRELSG_14_v1	""	NA-directed RNA polymerases %2C %2C and  subunit RPABC3%2C putative
PRELSG_14_v1	""	T-complex protein 1 subunit gamma%2C putative
PRELSG_13_v1	""	NAP-specific glutamate dehydrogenase%2C putative
PRELSG_13_v1	""	protein phosphatase 2C%2C putative
PRELSG_10_v1	""	NMA related kinase 2%2C putative
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_05_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_11_v1	""	SNF1-related protein kinase catalytic subunit alpha%2C putative
PRELSG_12_v1	""	M17 leucyl aminopeptidase%2C putative
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	AP-3 complex subunit sigma%2C putative
PRELSG_08_v1	""	26S proteasome non-ATPase regulatory subunit 9%2C putative
PRELSG_04_v1	""	mitochondrial ribosomal protein L27 precursor%2C putative
PRELSG_07_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_07_v1	""	mitochondrial carrier protein%2C putative
PRELSG_04_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	YL1 nuclear protein%2C putative
PRELSG_03_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_11_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	vesicle-associated membrane protein%2C putative
PRELSG_13_v1	""	NA topoisomerase 2%2C putative
PRELSG_12_v1	""	thioredoxin 2%2C putative
PRELSG_11_v1	""	rhomboid protease ROM10%2C putative
PRELSG_09_v1	""	histone H2B%2C putative
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	mitochondrial ribosomal protein L49 precursor%2C putative
PRELSG_09_v1	""	60S ribosomal protein L38%2C putative
PRELSG_12_v1	""	phosphodiesterase delta%2C putative
PRELSG_08_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	trimethylguanosine synthase%2C putative
PRELSG_09_v1	""	small nucleolar RNA snoR13
PRELSG_08_v1	""	ATP-dependent RNA helicase HX57%2C putative
PRELSG_07_v1	""	protein kinase%2C putative
PRELSG_13_v1	""	translation initiation factor F-2%2C putative
PRELSG_07_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_11_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_05_v1	""	RNA-binding protein NOB1%2C putative
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_00_v1_archived_contig_162	""	fam-f protein
PRELSG_13_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_09_v1	""	glyoxalase %2C putative
PRELSG_09_v1	""	heat shock protein 90%2C putative
PRELSG_09_v1	""	SNARE protein%2C putative
PRELSG_11_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_07_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_04_v1	""	60S ribosomal protein L37ae%2C putative
PRELSG_AP_v1	""	tRNA Glutamine
PRELSG_11_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	endoplasmin%2C putative
PRELSG_05_v1	""	U3 small nucleolar ribonucleoprotein protein MP4%2C putative
PRELSG_02_v1	""	cysteine desulfurase%2C putative
PRELSG_10_v1	""	zinc finger protein%2C putative
PRELSG_02_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_08_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_09_v1	""	VPS9 domain-containing protein%2C putative
PRELSG_01_v1	""	tRNA Threonine
PRELSG_12_v1	""	glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase%2C putative
PRELSG_10_v1	""	40S ribosomal protein S11%2C putative
PRELSG_02_v1	""	4-hydroxy-3-methylbut-2-enyl diphosphate reductase%2C putative
PRELSG_00_v1_archived_contig_34	""	hypothetical protein
PRELSG_01_v1	""	glutamate dehydrogenase%2C putative
PRELSG_12_v1	""	RNG zinc finger protein%2C putative
PRELSG_07_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_11_v1	""	myosin%2C putative
PRELSG_14_v1	""	RNA pseudouridylate synthase%2C putative
PRELSG_13_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_08_v1	""	50S ribosomal protein L9%2C apicoplast%2C putative
PRELSG_08_v1	""	hypothetical protein
PRELSG_09_v1	""	60S acidic ribosomal protein P1%2C putative
PRELSG_07_v1	""	glideosome-associated protein 50%2C putative
PRELSG_08_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_11_v1	""	Fe-S assembly protein scX%2C putative
PRELSG_08_v1	""	hypothetical protein
PRELSG_10_v1	""	peptidyl-prolyl cis-trans isomerase
PRELSG_14_v1	""	polyadenylate-binding protein 1%2C putative
PRELSG_02_v1	""	photosensitized NA-labeled protein PHL1%2C putative
PRELSG_13_v1	""	MORN repeat protein%2C putative
PRELSG_07_v1	""	conserved Plasmodium protein%2C unknown function
